Frame,Label
/content/youtube_videos_frames/video_1/frame_1170.jpg,standing
/content/youtube_videos_frames/video_1/frame_1200.jpg,standing
/content/youtube_videos_frames/video_1/frame_1230.jpg,standing
/content/youtube_videos_frames/video_1/frame_1260.jpg,standing
/content/youtube_videos_frames/video_1/frame_1290.jpg,standing
/content/youtube_videos_frames/video_1/frame_1320.jpg,standing
/content/youtube_videos_frames/video_1/frame_1350.jpg,standing
/content/youtube_videos_frames/video_1/frame_1380.jpg,standing
/content/youtube_videos_frames/video_1/frame_1410.jpg,standing
/content/youtube_videos_frames/video_1/frame_1440.jpg,standing
/content/youtube_videos_frames/video_1/frame_1470.jpg,standing
/content/youtube_videos_frames/video_1/frame_1500.jpg,standing
/content/youtube_videos_frames/video_1/frame_1530.jpg,standing
/content/youtube_videos_frames/video_1/frame_1560.jpg,standing
/content/youtube_videos_frames/video_1/frame_1590.jpg,standing
/content/youtube_videos_frames/video_1/frame_1620.jpg,standing
/content/youtube_videos_frames/video_1/frame_1650.jpg,standing
/content/youtube_videos_frames/video_1/frame_1680.jpg,standing
/content/youtube_videos_frames/video_1/frame_1710.jpg,standing
/content/youtube_videos_frames/video_1/frame_1740.jpg,standing
/content/youtube_videos_frames/video_1/frame_1770.jpg,standing
/content/youtube_videos_frames/video_1/frame_1800.jpg,standing
/content/youtube_videos_frames/video_1/frame_1830.jpg,standing
/content/youtube_videos_frames/video_1/frame_1860.jpg,standing
/content/youtube_videos_frames/video_1/frame_1890.jpg,standing
/content/youtube_videos_frames/video_1/frame_1920.jpg,standing
/content/youtube_videos_frames/video_1/frame_1950.jpg,standing
/content/youtube_videos_frames/video_1/frame_1980.jpg,standing
/content/youtube_videos_frames/video_1/frame_2010.jpg,standing
/content/youtube_videos_frames/video_1/frame_2040.jpg,standing
/content/youtube_videos_frames/video_1/frame_2070.jpg,standing
/content/youtube_videos_frames/video_1/frame_2100.jpg,standing
/content/youtube_videos_frames/video_1/frame_2130.jpg,standing
/content/youtube_videos_frames/video_1/frame_2160.jpg,standing
/content/youtube_videos_frames/video_1/frame_2190.jpg,standing
/content/youtube_videos_frames/video_1/frame_2220.jpg,standing
/content/youtube_videos_frames/video_1/frame_2250.jpg,standing
/content/youtube_videos_frames/video_1/frame_2280.jpg,standing
/content/youtube_videos_frames/video_1/frame_2310.jpg,standing
/content/youtube_videos_frames/video_1/frame_2340.jpg,standing
/content/youtube_videos_frames/video_1/frame_2370.jpg,standing
/content/youtube_videos_frames/video_1/frame_2400.jpg,standing
/content/youtube_videos_frames/video_1/frame_2430.jpg,standing
/content/youtube_videos_frames/video_1/frame_2460.jpg,standing
/content/youtube_videos_frames/video_1/frame_2490.jpg,standing
/content/youtube_videos_frames/video_1/frame_2520.jpg,standing
/content/youtube_videos_frames/video_1/frame_2550.jpg,standing
/content/youtube_videos_frames/video_1/frame_2580.jpg,standing
/content/youtube_videos_frames/video_1/frame_2610.jpg,standing
/content/youtube_videos_frames/video_1/frame_2640.jpg,standing
/content/youtube_videos_frames/video_1/frame_2670.jpg,standing
/content/youtube_videos_frames/video_1/frame_2700.jpg,standing
/content/youtube_videos_frames/video_1/frame_2730.jpg,standing
/content/youtube_videos_frames/video_1/frame_2760.jpg,guarded
/content/youtube_videos_frames/video_1/frame_2790.jpg,standing
/content/youtube_videos_frames/video_1/frame_2820.jpg,pinning
/content/youtube_videos_frames/video_1/frame_2850.jpg,pinning
/content/youtube_videos_frames/video_1/frame_2880.jpg,pinning
/content/youtube_videos_frames/video_1/frame_2910.jpg,pinning
/content/youtube_videos_frames/video_1/frame_2940.jpg,pinning
/content/youtube_videos_frames/video_1/frame_2970.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3000.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3030.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3060.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3090.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3120.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3150.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3180.jpg,guarded
/content/youtube_videos_frames/video_1/frame_3210.jpg,guarded
/content/youtube_videos_frames/video_1/frame_3240.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3270.jpg,guarded
/content/youtube_videos_frames/video_1/frame_3300.jpg,guarded
/content/youtube_videos_frames/video_1/frame_3330.jpg,guarded
/content/youtube_videos_frames/video_1/frame_3360.jpg,guarded
/content/youtube_videos_frames/video_1/frame_3390.jpg,guarded
/content/youtube_videos_frames/video_1/frame_3420.jpg,guarded
/content/youtube_videos_frames/video_1/frame_3450.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3480.jpg,guarded
/content/youtube_videos_frames/video_1/frame_3510.jpg,guarded
/content/youtube_videos_frames/video_1/frame_3540.jpg,guarded
/content/youtube_videos_frames/video_1/frame_3570.jpg,guarded
/content/youtube_videos_frames/video_1/frame_3600.jpg,guarded
/content/youtube_videos_frames/video_1/frame_3630.jpg,guarded
/content/youtube_videos_frames/video_1/frame_3660.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3690.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3720.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3750.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3780.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3810.jpg,guarded
/content/youtube_videos_frames/video_1/frame_3840.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3870.jpg,pinning
/content/youtube_videos_frames/video_1/frame_3900.jpg,standing
/content/youtube_videos_frames/video_1/frame_3930.jpg,standing
/content/youtube_videos_frames/video_1/frame_3960.jpg,standing
/content/youtube_videos_frames/video_1/frame_3990.jpg,standing
/content/youtube_videos_frames/video_1/frame_4020.jpg,standing
/content/youtube_videos_frames/video_1/frame_4050.jpg,standing
/content/youtube_videos_frames/video_1/frame_4080.jpg,pinning
/content/youtube_videos_frames/video_1/frame_4110.jpg,pinning
/content/youtube_videos_frames/video_1/frame_4140.jpg,pinning
/content/youtube_videos_frames/video_1/frame_4170.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4200.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4230.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4260.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4290.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4320.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4350.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4380.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4410.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4440.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4470.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4500.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4530.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4560.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4590.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4620.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4650.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4680.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4710.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4740.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4770.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4800.jpg,guarded
/content/youtube_videos_frames/video_1/frame_4830.jpg,pinning
/content/youtube_videos_frames/video_1/frame_4860.jpg,pinning
/content/youtube_videos_frames/video_1/frame_4890.jpg,pinning
/content/youtube_videos_frames/video_1/frame_4920.jpg,pinning
/content/youtube_videos_frames/video_1/frame_4950.jpg,pinning
/content/youtube_videos_frames/video_1/frame_4980.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5010.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5040.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5070.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5100.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5130.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5160.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5190.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5220.jpg,standing
/content/youtube_videos_frames/video_1/frame_5250.jpg,standing
/content/youtube_videos_frames/video_1/frame_5280.jpg,standing
/content/youtube_videos_frames/video_1/frame_5310.jpg,standing
/content/youtube_videos_frames/video_1/frame_5340.jpg,standing
/content/youtube_videos_frames/video_1/frame_5370.jpg,standing
/content/youtube_videos_frames/video_1/frame_5400.jpg,standing
/content/youtube_videos_frames/video_1/frame_5430.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5460.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5490.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5520.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5550.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5580.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5610.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5640.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5670.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5700.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5730.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5760.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5790.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5820.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5850.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5880.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5910.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5940.jpg,pinning
/content/youtube_videos_frames/video_1/frame_5970.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6000.jpg,standing
/content/youtube_videos_frames/video_1/frame_6030.jpg,standing
/content/youtube_videos_frames/video_1/frame_6060.jpg,standing
/content/youtube_videos_frames/video_1/frame_6090.jpg,standing
/content/youtube_videos_frames/video_1/frame_6120.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6150.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6180.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6210.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6240.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6270.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6300.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6330.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6360.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6390.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6420.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6450.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6480.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6510.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6540.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6570.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6600.jpg,pinning
/content/youtube_videos_frames/video_1/frame_6630.jpg,standing
/content/youtube_videos_frames/video_1/frame_6660.jpg,standing
/content/youtube_videos_frames/video_1/frame_6690.jpg,standing
/content/youtube_videos_frames/video_1/frame_6720.jpg,standing
/content/youtube_videos_frames/video_1/frame_6750.jpg,standing
/content/youtube_videos_frames/video_1/frame_6780.jpg,standing
/content/youtube_videos_frames/video_1/frame_6810.jpg,standing
/content/youtube_videos_frames/video_1/frame_6840.jpg,standing
/content/youtube_videos_frames/video_1/frame_6870.jpg,standing
/content/youtube_videos_frames/video_1/frame_6900.jpg,standing
/content/youtube_videos_frames/video_1/frame_6930.jpg,standing
/content/youtube_videos_frames/video_1/frame_6960.jpg,standing
/content/youtube_videos_frames/video_1/frame_6990.jpg,standing
/content/youtube_videos_frames/video_1/frame_7020.jpg,standing
/content/youtube_videos_frames/video_1/frame_7050.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7080.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7110.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7140.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7170.jpg,pinning
/content/youtube_videos_frames/video_1/frame_7200.jpg,standing
/content/youtube_videos_frames/video_1/frame_7230.jpg,standing
/content/youtube_videos_frames/video_1/frame_7260.jpg,standing
/content/youtube_videos_frames/video_1/frame_7290.jpg,standing
/content/youtube_videos_frames/video_1/frame_7320.jpg,standing
/content/youtube_videos_frames/video_1/frame_7350.jpg,standing
/content/youtube_videos_frames/video_1/frame_7380.jpg,standing
/content/youtube_videos_frames/video_1/frame_7410.jpg,pinning
/content/youtube_videos_frames/video_1/frame_7440.jpg,standing
/content/youtube_videos_frames/video_1/frame_7470.jpg,standing
/content/youtube_videos_frames/video_1/frame_7500.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7530.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7560.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7590.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7620.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7650.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7680.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7710.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7740.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7770.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7800.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7830.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7860.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7890.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7920.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7950.jpg,guarded
/content/youtube_videos_frames/video_1/frame_7980.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8010.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8040.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8070.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8100.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8130.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8160.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8190.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8220.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8250.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8280.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8310.jpg,pinning
/content/youtube_videos_frames/video_1/frame_8340.jpg,none
/content/youtube_videos_frames/video_1/frame_8370.jpg,none
/content/youtube_videos_frames/video_1/frame_8400.jpg,none
/content/youtube_videos_frames/video_1/frame_8430.jpg,none
/content/youtube_videos_frames/video_1/frame_8460.jpg,none
/content/youtube_videos_frames/video_1/frame_8490.jpg,none
/content/youtube_videos_frames/video_1/frame_8520.jpg,none
/content/youtube_videos_frames/video_1/frame_8550.jpg,none
/content/youtube_videos_frames/video_1/frame_8580.jpg,none
/content/youtube_videos_frames/video_1/frame_8610.jpg,none
/content/youtube_videos_frames/video_1/frame_8640.jpg,standing
/content/youtube_videos_frames/video_1/frame_8670.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8700.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8730.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8760.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8790.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8820.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8850.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8880.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8910.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8940.jpg,guarded
/content/youtube_videos_frames/video_1/frame_8970.jpg,guarded
/content/youtube_videos_frames/video_1/frame_9000.jpg,guarded
/content/youtube_videos_frames/video_1/frame_9030.jpg,pinning
/content/youtube_videos_frames/video_1/frame_9060.jpg,pinning
/content/youtube_videos_frames/video_1/frame_9090.jpg,pinning
/content/youtube_videos_frames/video_1/frame_9120.jpg,pinning
/content/youtube_videos_frames/video_1/frame_9150.jpg,pinning
/content/youtube_videos_frames/video_1/frame_9180.jpg,pinning
/content/youtube_videos_frames/video_1/frame_9210.jpg,pinning
/content/youtube_videos_frames/video_1/frame_9240.jpg,pinning
/content/youtube_videos_frames/video_1/frame_9270.jpg,pinning
